dep;sexe;jour;hosp;rea;rad;dc;hosp_h;rea_h;rad_h;dc_h;hosp_f;rea_f;rad_f;dc_f
70;0;11/04/2020;87;17;100;48;44;10;58;28;43;7;41;20
71;0;11/04/2020;174;33;258;91;93;24;115;50;80;9;142;41
72;0;11/04/2020;147;22;118;25;87;17;59;13;60;5;59;12
73;0;11/04/2020;107;23;191;23;61;18;96;14;45;5;94;9
74;0;11/04/2020;283;75;387;84;163;57;216;50;116;17;164;34
75;0;11/04/2020;3219;811;2131;867;1894;599;1266;565;1294;209;849;294
76;0;11/04/2020;328;105;274;93;186;75;127;61;141;30;146;31
77;0;11/04/2020;798;204;807;223;469;138;457;136;319;63;342;87
78;0;11/04/2020;1056;190;723;258;610;144;417;155;435;44;302;101
79;0;11/04/2020;38;8;20;9;20;4;9;5;18;4;11;4
80;0;11/04/2020;352;71;273;118;174;49;140;78;174;22;128;40
81;0;11/04/2020;42;19;53;10;21;14;29;4;20;5;24;6
82;0;11/04/2020;18;10;13;3;13;8;7;3;5;2;6;0
83;0;11/04/2020;274;55;333;50;151;46;184;25;122;9;149;25
84;0;11/04/2020;76;18;117;21;43;15;57;12;33;3;60;9
85;0;11/04/2020;75;20;62;20;43;15;34;13;32;5;28;7
86;0;11/04/2020;63;29;56;19;43;23;27;8;20;6;29;11
87;0;11/04/2020;69;18;48;11;30;11;24;7;39;7;23;4
88;0;11/04/2020;266;30;261;158;130;19;136;94;135;11;123;64
89;0;11/04/2020;85;20;85;25;48;19;45;17;36;1;40;8
90;0;11/04/2020;217;35;238;107;126;28;136;61;90;7;102;46
91;0;11/04/2020;1206;236;556;203;645;160;335;127;543;70;221;74
92;0;11/04/2020;1978;441;1491;483;1156;329;855;286;803;108;628;194
93;0;11/04/2020;1619;244;1000;494;919;170;610;302;682;69;383;189
94;0;11/04/2020;2233;316;1069;524;1177;226;600;307;1029;86;453;207
95;0;11/04/2020;916;175;1019;364;551;123;580;243;360;51;435;120
971;0;11/04/2020;37;20;50;10;26;15;23;4;11;5;27;6
972;0;11/04/2020;41;15;50;5;28;12;25;3;13;3;25;2
973;0;11/04/2020;9;1;13;0;4;1;8;0;5;0;5;0
974;0;11/04/2020;30;3;70;0;20;3;31;0;10;0;39;0
976;0;11/04/2020;20;3;25;3;12;3;17;3;8;0;8;0
1;0;12/04/2020;118;30;136;42;68;22;78;24;47;6;53;18
2;0;12/04/2020;283;44;287;142;147;28;125;82;134;16;160;58
3;0;12/04/2020;58;20;79;13;27;13;34;8;30;7;44;5
4;0;12/04/2020;34;5;63;5;11;2;30;4;22;3;33;1
5;0;12/04/2020;49;13;68;3;24;7;40;1;25;6;28;2
6;0;12/04/2020;270;80;249;68;146;57;119;39;115;17;124;27
7;0;12/04/2020;102;25;184;40;60;16;72;26;35;5;92;9
8;0;12/04/2020;79;15;66;17;38;10;39;10;40;4;26;7
9;0;12/04/2020;16;4;15;1;8;3;8;0;6;1;6;1
10;0;12/04/2020;239;27;197;61;128;20;104;42;107;7;92;18
11;0;12/04/2020;81;14;96;38;47;13;50;29;34;1;46;9
12;0;12/04/2020;56;6;58;18;31;4;31;9;25;2;27;9
13;0;12/04/2020;1133;268;1234;175;645;188;615;94;476;80;592;78
14;0;12/04/2020;162;51;90;35;81;38;51;26;80;13;39;9
15;0;12/04/2020;28;7;9;0;18;5;5;0;10;2;4;0
16;0;12/04/2020;14;6;31;8;7;5;18;5;6;0;13;3
17;0;12/04/2020;86;21;57;23;56;18;30;15;29;3;27;8
18;0;12/04/2020;68;14;35;31;34;11;20;17;34;3;15;14
19;0;12/04/2020;48;12;38;14;28;9;19;14;19;2;19;0
21;0;12/04/2020;344;72;406;116;171;46;180;71;171;26;223;45
22;0;12/04/2020;73;12;61;20;39;9;28;11;34;3;33;9
23;0;12/04/2020;33;15;9;4;19;10;5;2;14;5;4;2
24;0;12/04/2020;26;6;32;1;16;4;20;1;10;2;12;0
25;0;12/04/2020;213;75;263;72;124;58;134;45;84;14;128;26
26;0;12/04/2020;236;58;207;79;136;41;111;47;98;15;96;32
27;0;12/04/2020;94;7;49;33;54;6;21;16;40;1;27;17
28;0;12/04/2020;219;25;149;41;105;17;78;23;105;7;62;18
29;0;12/04/2020;123;38;82;13;77;30;45;8;45;8;36;5
2A;0;12/04/2020;70;14;55;33;28;12;24;23;42;2;31;10
2B;0;12/04/2020;4;0;71;3;2;0;35;3;2;0;36;0
30;0;12/04/2020;95;40;97;26;60;32;56;15;35;8;41;11
31;0;12/04/2020;244;97;258;28;160;84;138;19;83;13;120;9
32;0;12/04/2020;28;4;21;9;12;3;15;6;16;1;6;3
33;0;12/04/2020;299;99;378;68;174;73;181;28;125;26;196;40
34;0;12/04/2020;183;56;382;74;102;42;172;46;75;14;208;28
35;0;12/04/2020;182;35;141;39;97;25;86;24;84;10;55;15
36;0;12/04/2020;82;9;24;32;47;4;7;20;34;5;17;12
37;0;12/04/2020;194;58;106;36;99;42;59;25;93;14;47;11
38;0;12/04/2020;248;52;217;47;126;40;108;31;120;12;107;16
39;0;12/04/2020;117;15;65;27;47;9;33;13;70;6;32;14
40;0;12/04/2020;24;12;31;10;15;8;18;6;9;4;13;4
41;0;12/04/2020;96;15;61;21;58;11;33;13;38;4;28;8
42;0;12/04/2020;493;101;331;109;277;82;177;80;215;19;149;29
43;0;12/04/2020;32;7;45;5;13;7;14;3;19;0;31;2
44;0;12/04/2020;295;65;233;64;154;51;129;36;139;14;103;27
45;0;12/04/2020;284;72;206;40;163;56;101;26;119;16;105;14
46;0;12/04/2020;20;10;53;2;13;6;21;1;7;4;32;1
47;0;12/04/2020;30;6;18;4;16;6;9;4;14;0;8;0
48;0;12/04/2020;6;1;11;0;3;1;7;0;3;0;4;0
49;0;12/04/2020;220;47;245;53;128;37;117;32;90;10;128;21
50;0;12/04/2020;72;20;55;21;41;17;28;9;27;2;25;11
51;0;12/04/2020;383;61;428;137;215;49;190;83;163;12;232;53
52;0;12/04/2020;99;18;82;42;49;8;47;18;50;10;35;24
53;0;12/04/2020;69;11;39;18;35;8;17;9;34;3;22;9
54;0;12/04/2020;496;146;419;174;251;103;203;102;229;35;198;70
55;0;12/04/2020;144;20;190;49;76;17;100;29;67;3;90;20
56;0;12/04/2020;132;34;197;60;82;30;106;36;50;4;91;24
57;0;12/04/2020;1050;159;842;480;537;108;429;278;505;51;408;199
58;0;12/04/2020;56;10;16;7;24;8;4;4;32;2;12;3
59;0;12/04/2020;950;266;691;259;497;191;378;140;441;72;311;116
60;0;12/04/2020;463;73;442;214;222;53;243;128;235;19;195;85
61;0;12/04/2020;73;14;99;17;49;13;34;10;24;1;65;7
62;0;12/04/2020;440;95;372;103;238;72;195;60;200;23;174;43
63;0;12/04/2020;76;27;79;18;50;19;39;9;26;8;40;9
64;0;12/04/2020;93;26;96;18;44;18;55;13;49;8;41;5
65;0;12/04/2020;84;6;46;8;39;5;27;3;44;1;19;5
66;0;12/04/2020;79;27;185;22;48;19;74;10;31;8;111;12
67;0;12/04/2020;1102;261;993;352;608;188;561;211;479;71;429;139
68;0;12/04/2020;1027;142;1242;588;538;96;668;364;486;46;573;220
69;0;12/04/2020;1241;250;1057;310;614;193;531;169;625;57;494;131
70;0;12/04/2020;85;17;102;49;43;10;59;29;42;7;42;20
71;0;12/04/2020;175;34;262;92;94;25;117;51;80;9;144;41
72;0;12/04/2020;151;23;121;27;90;18;60;15;61;5;61;12
73;0;12/04/2020;108;24;197;23;62;19;97;14;45;5;99;9
74;0;12/04/2020;285;73;395;87;163;56;222;52;118;16;166;35
75;0;12/04/2020;3249;807;2226;912;1892;601;1322;595;1330;204;885;309
76;0;12/04/2020;315;94;293;95;176;65;136;63;138;29;156;31
77;0;12/04/2020;811;207;831;230;477;139;472;141;324;66;351;89
78;0;12/04/2020;1063;188;739;268;607;141;428;162;445;45;307;104
79;0;12/04/2020;35;7;23;10;18;3;10;6;17;4;13;4
80;0;12/04/2020;348;71;283;122;174;49;144;80;169;22;134;42
81;0;12/04/2020;44;19;52;10;22;14;28;4;21;5;24;6
82;0;12/04/2020;18;10;13;3;13;8;7;3;5;2;6;0
83;0;12/04/2020;265;53;363;55;149;45;196;27;115;8;167;28
84;0;12/04/2020;79;19;120;22;45;16;57;13;33;3;63;9
85;0;12/04/2020;75;21;65;20;42;15;36;13;33;6;29;7
86;0;12/04/2020;67;29;52;19;45;23;25;8;22;6;27;11
87;0;12/04/2020;77;18;50;11;34;11;25;7;43;7;24;4
88;0;12/04/2020;268;29;266;164;131;18;139;97;136;11;125;67
89;0;12/04/2020;84;20;85;26;51;19;45;17;32;1;40;9
90;0;12/04/2020;220;35;242;111;126;28;139;63;93;7;103;48
91;0;12/04/2020;1230;234;580;213;653;157;347;130;553;71;232;81
92;0;12/04/2020;2024;451;1526;505;1176;333;878;303;828;112;640;199
93;0;12/04/2020;1638;243;1055;504;912;169;649;310;708;69;399;191
94;0;12/04/2020;2231;317;1123;541;1171;224;639;316;1033;88;468;214
95;0;12/04/2020;919;179;1039;375;553;127;593;250;360;51;442;124
971;0;12/04/2020;38;19;51;10;26;14;24;4;12;5;27;6
972;0;12/04/2020;38;15;52;6;26;12;26;4;12;3;26;2
973;0;12/04/2020;15;1;13;0;7;1;8;0;8;0;5;0
974;0;12/04/2020;28;3;72;0;19;3;32;0;9;0;40;0
976;0;12/04/2020;22;3;25;3;13;3;17;3;9;0;8;0
1;0;13/04/2020;120;30;139;44;67;21;80;25;50;7;54;19
2;0;13/04/2020;286;44;288;147;146;27;126;86;138;17;160;59
3;0;13/04/2020;58;20;82;13;26;13;36;8;31;7;45;5
4;0;13/04/2020;33;4;63;5;11;2;30;4;21;2;33;1
5;0;13/04/2020;49;13;70;3;26;7;40;1;23;6;30;2
6;0;13/04/2020;278;79;257;75;152;57;122;42;115;15;129;31
7;0;13/04/2020;106;24;185;43;63;16;73;29;36;4;92;9
8;0;13/04/2020;79;15;66;17;38;10;39;10;40;4;26;7
9;0;13/04/2020;16;4;15;1;8;3;8;0;6;1;6;1
10;0;13/04/2020;260;27;198;62;141;20;105;43;110;7;92;18
11;0;13/04/2020;91;14;96;40;51;13;50;30;40;1;46;10
12;0;13/04/2020;57;5;59;19;30;3;31;10;27;2;28;9
13;0;13/04/2020;1147;270;1250;182;655;190;622;95;480;80;601;84
14;0;13/04/2020;156;49;94;36;75;36;55;27;80;13;39;9
15;0;13/04/2020;29;7;9;0;18;5;5;0;11;2;4;0
16;0;13/04/2020;14;6;31;8;7;5;18;5;6;0;13;3
17;0;13/04/2020;85;19;58;23;55;17;30;15;29;2;28;8
18;0;13/04/2020;72;14;34;35;36;11;19;19;36;3;15;16
19;0;13/04/2020;51;13;38;14;31;10;19;14;19;2;19;0
21;0;13/04/2020;340;73;418;119;166;45;186;73;172;28;229;46
22;0;13/04/2020;74;11;62;20;39;8;28;11;35;3;34;9
23;0;13/04/2020;34;15;9;4;19;10;5;2;15;5;4;2
24;0;13/04/2020;31;7;32;1;18;4;20;1;13;3;12;0
25;0;13/04/2020;212;75;268;72;123;58;138;45;84;14;129;26
26;0;13/04/2020;234;56;213;80;134;40;114;48;98;14;99;32
27;0;13/04/2020;92;7;49;35;53;6;21;17;39;1;27;18
28;0;13/04/2020;232;25;149;42;107;17;78;23;116;7;62;19
29;0;13/04/2020;121;37;84;16;75;29;46;10;45;8;37;6
2A;0;13/04/2020;71;15;55;35;30;13;24;24;41;2;31;11
2B;0;13/04/2020;4;0;71;3;2;0;35;3;2;0;36;0
30;0;13/04/2020;92;40;99;27;58;32;58;15;34;8;41;12
31;0;13/04/2020;243;95;263;28;162;82;139;19;80;13;124;9
32;0;13/04/2020;31;4;21;9;14;3;15;6;17;1;6;3
33;0;13/04/2020;311;103;386;69;183;77;187;28;128;26;198;41
34;0;13/04/2020;198;58;386;76;107;39;175;48;82;17;209;28
35;0;13/04/2020;184;35;144;40;97;24;89;25;86;11;55;15
36;0;13/04/2020;94;9;24;38;50;4;7;25;41;5;17;13
37;0;13/04/2020;196;57;108;36;98;42;61;25;96;13;47;11
38;0;13/04/2020;255;49;220;48;130;37;110;32;122;12;108;16
39;0;13/04/2020;124;17;65;28;51;10;33;14;73;7;32;14
40;0;13/04/2020;24;12;31;10;15;8;18;6;9;4;13;4
41;0;13/04/2020;97;14;62;22;58;10;34;14;39;4;28;8
42;0;13/04/2020;490;103;335;110;273;84;180;81;216;19;150;29
43;0;13/04/2020;31;6;46;6;12;6;15;4;19;0;31;2
44;0;13/04/2020;299;64;236;71;156;50;131;40;140;14;104;30
45;0;13/04/2020;292;77;218;41;167;60;111;27;123;17;107;14
46;0;13/04/2020;20;10;53;2;13;6;21;1;7;4;32;1
47;0;13/04/2020;30;6;18;4;16;6;9;4;14;0;8;0
48;0;13/04/2020;6;1;11;0;3;1;7;0;3;0;4;0
49;0;13/04/2020;222;45;253;54;131;35;119;32;88;10;134;22
50;0;13/04/2020;73;20;55;21;42;17;28;9;27;2;25;11
51;0;13/04/2020;395;60;432;139;221;48;192;85;169;12;233;53
52;0;13/04/2020;100;18;83;42;49;8;48;18;51;10;35;24
53;0;13/04/2020;68;11;41;19;35;8;18;9;33;3;23;10
54;0;13/04/2020;506;149;426;179;260;108;207;105;229;34;201;72
55;0;13/04/2020;143;20;191;49;77;17;100;29;65;3;91;20
56;0;13/04/2020;131;35;200;60;82;31;107;36;49;4;93;24
57;0;13/04/2020;1047;164;856;497;532;108;441;288;508;56;410;206
58;0;13/04/2020;60;11;16;8;24;8;4;5;36;3;12;3
59;0;13/04/2020;970;266;698;274;503;194;384;147;455;69;312;124
60;0;13/04/2020;461;72;444;221;221;53;243;133;234;18;197;87
61;0;13/04/2020;71;14;101;19;47;13;36;12;24;1;65;7
62;0;13/04/2020;447;92;385;105;239;68;203;62;206;24;179;43
63;0;13/04/2020;80;27;79;18;52;19;39;9;28;8;40;9
64;0;13/04/2020;92;24;98;19;45;16;55;13;47;8;43;6
65;0;13/04/2020;83;5;48;10;38;4;29;3;44;1;19;7
66;0;13/04/2020;74;26;196;22;43;19;80;10;31;7;116;12
67;0;13/04/2020;1106;256;1003;357;613;185;564;214;478;69;436;141
68;0;13/04/2020;1023;140;1261;595;534;95;681;367;486;45;579;224
69;0;13/04/2020;1252;252;1063;320;613;192;535;175;636;60;496;135
70;0;13/04/2020;85;17;102;50;43;10;59;30;42;7;42;20
71;0;13/04/2020;176;34;263;92;95;27;118;51;80;7;144;41
72;0;13/04/2020;155;22;122;27;90;17;60;15;65;5;62;12
73;0;13/04/2020;111;25;198;24;63;19;97;15;47;6;100;9
74;0;13/04/2020;289;72;401;88;165;57;228;53;120;14;166;35
75;0;13/04/2020;3266;796;2287;959;1890;587;1365;628;1349;207;902;323
76;0;13/04/2020;321;99;298;100;177;68;138;66;143;31;159;33
77;0;13/04/2020;828;206;851;240;487;140;487;147;332;64;355;93
78;0;13/04/2020;1070;183;774;276;602;137;451;166;457;44;319;108
79;0;13/04/2020;36;7;23;10;18;3;10;6;18;4;13;4
80;0;13/04/2020;361;69;287;126;177;49;145;80;180;20;137;46
81;0;13/04/2020;45;19;53;11;23;14;28;4;21;5;25;7
82;0;13/04/2020;18;10;13;3;13;8;7;3;5;2;6;0
83;0;13/04/2020;279;54;363;61;157;46;196;32;120;8;167;29
84;0;13/04/2020;73;17;123;22;43;14;59;13;30;3;64;9
85;0;13/04/2020;79;20;67;21;44;15;37;14;35;5;30;7
86;0;13/04/2020;71;29;52;21;48;22;25;9;23;7;27;11
87;0;13/04/2020;78;18;52;11;34;11;26;7;44;7;25;4
88;0;13/04/2020;269;31;272;168;131;19;143;99;137;12;127;69
89;0;13/04/2020;83;20;85;28;50;19;45;18;32;1;40;10
90;0;13/04/2020;229;37;246;115;133;30;140;66;95;7;106;49
91;0;13/04/2020;1231;237;586;220;650;159;352;133;557;72;233;85
92;0;13/04/2020;2005;436;1575;527;1162;322;905;311;825;110;661;212
93;0;13/04/2020;1619;245;1099;527;893;172;681;329;709;67;411;195
94;0;13/04/2020;2249;323;1150;570;1183;229;650;330;1039;92;484;227
95;0;13/04/2020;928;178;1065;385;557;127;610;255;365;50;451;129
971;0;13/04/2020;41;18;51;10;27;13;24;4;14;5;27;6
972;0;13/04/2020;39;16;52;6;27;13;26;4;12;3;26;2
973;0;13/04/2020;15;1;13;0;7;1;8;0;8;0;5;0
974;0;13/04/2020;28;3;72;0;19;3;32;0;9;0;40;0
976;0;13/04/2020;22;3;25;3;13;3;17;3;9;0;8;0
1;0;14/04/2020;134;29;144;46;68;20;82;26;61;7;57;20
2;0;14/04/2020;279;45;296;152;144;28;130;89;133;17;164;61
3;0;14/04/2020;62;21;81;16;28;14;35;9;33;7;45;7
4;0;14/04/2020;34;4;71;5;12;2;32;4;20;2;39;1
5;0;14/04/2020;46;13;73;3;23;7;43;1;23;6;30;2
6;0;14/04/2020;282;79;270;81;149;57;128;47;121;15;136;32
7;0;14/04/2020;106;24;193;45;67;19;76;29;33;2;96;11
8;0;14/04/2020;78;17;71;21;36;10;40;11;41;6;30;10
9;0;14/04/2020;16;4;15;1;8;3;8;0;6;1;6;1
10;0;14/04/2020;274;26;198;65;147;19;105;45;118;7;92;19
11;0;14/04/2020;86;12;98;41;50;11;52;31;36;1;46;10
12;0;14/04/2020;56;5;61;19;30;3;32;10;26;2;29;9
13;0;14/04/2020;1142;261;1324;199;652;183;663;103;478;78;634;93
14;0;14/04/2020;152;43;100;41;73;30;59;30;78;13;41;11
15;0;14/04/2020;29;9;10;0;19;7;5;0;10;2;5;0
16;0;14/04/2020;14;6;31;8;7;5;18;5;6;0;13;3
17;0;14/04/2020;94;20;60;25;62;17;32;16;31;3;28;9
18;0;14/04/2020;72;13;35;35;36;10;20;19;36;3;15;16
19;0;14/04/2020;53;12;39;16;32;9;20;15;20;2;19;1
21;0;14/04/2020;346;73;419;133;167;45;186;82;177;28;230;51
22;0;14/04/2020;77;10;66;21;39;7;30;12;38;3;36;9
23;0;14/04/2020;32;14;11;4;16;8;7;2;16;6;4;2
24;0;14/04/2020;29;7;34;3;18;4;21;1;11;3;13;2
25;0;14/04/2020;234;75;277;80;130;58;141;49;99;14;134;30
26;0;14/04/2020;226;58;223;85;126;40;121;51;98;16;102;34
27;0;14/04/2020;85;7;51;41;48;6;22;20;37;1;28;21
28;0;14/04/2020;236;24;163;47;105;17;87;25;125;6;65;21
29;0;14/04/2020;120;37;86;19;73;29;48;12;46;8;37;7
2A;0;14/04/2020;71;16;57;35;30;13;25;24;41;3;32;11
2B;0;14/04/2020;3;0;72;3;1;0;36;3;2;0;36;0
30;0;14/04/2020;97;36;105;28;55;28;62;16;42;8;43;12
31;0;14/04/2020;243;98;278;30;159;84;147;20;82;14;131;10
32;0;14/04/2020;32;3;22;10;15;3;15;6;17;0;7;4
33;0;14/04/2020;317;102;401;72;180;73;196;30;137;29;204;42
34;0;14/04/2020;192;57;393;83;104;42;180;51;79;13;211;32
35;0;14/04/2020;190;36;152;44;100;24;95;27;89;12;57;17
36;0;14/04/2020;92;9;26;38;48;4;8;25;42;5;18;13
37;0;14/04/2020;195;50;115;38;99;37;63;27;94;12;52;11
38;0;14/04/2020;249;47;227;52;128;34;113;33;118;13;112;19
39;0;14/04/2020;131;18;65;30;54;11;33;15;77;7;32;15
40;0;14/04/2020;27;12;32;10;15;7;19;6;12;5;13;4
41;0;14/04/2020;104;15;64;25;59;11;35;17;45;4;29;8
42;0;14/04/2020;489;99;352;116;273;80;189;84;215;19;158;32
43;0;14/04/2020;29;4;50;6;9;4;20;4;20;0;30;2
44;0;14/04/2020;296;63;244;77;154;50;136;42;139;13;107;34
45;0;14/04/2020;297;77;226;44;171;60;115;28;125;17;111;16
46;0;14/04/2020;24;9;52;4;15;5;21;1;9;4;31;3
47;0;14/04/2020;32;6;19;4;17;6;10;4;15;0;8;0
48;0;14/04/2020;6;1;11;0;3;1;7;0;3;0;4;0
49;0;14/04/2020;232;44;257;56;136;34;122;33;92;10;135;23
50;0;14/04/2020;78;20;56;26;45;17;28;12;31;2;26;14
51;0;14/04/2020;387;58;451;146;216;46;205;88;166;12;239;56
52;0;14/04/2020;103;19;83;43;51;9;48;19;52;10;35;24
53;0;14/04/2020;71;11;42;19;36;8;19;9;35;3;23;10
54;0;14/04/2020;509;147;449;184;257;105;216;108;235;35;215;74
55;0;14/04/2020;146;22;199;50;78;19;103;30;67;3;96;20
56;0;14/04/2020;127;34;207;65;78;30;112;39;49;4;95;26
57;0;14/04/2020;1064;162;879;513;543;108;452;297;516;54;422;213
58;0;14/04/2020;58;10;17;12;22;8;4;7;36;2;13;5
59;0;14/04/2020;984;258;722;295;507;190;395;154;467;65;324;137
60;0;14/04/2020;458;70;468;230;220;51;257;138;233;18;206;91
61;0;14/04/2020;74;13;107;19;48;12;37;12;26;1;70;7
62;0;14/04/2020;463;97;397;114;241;73;210;69;220;24;184;45
63;0;14/04/2020;79;27;80;18;51;18;40;9;28;9;40;9
64;0;14/04/2020;92;23;98;20;45;15;55;13;47;8;43;7
65;0;14/04/2020;83;5;50;12;35;4;30;4;47;1;20;8
66;0;14/04/2020;65;21;205;22;38;16;84;10;27;5;121;12
67;0;14/04/2020;1122;250;1024;375;611;181;579;224;498;68;441;148
68;0;14/04/2020;1041;140;1298;596;539;91;700;368;500;49;597;223
69;0;14/04/2020;1247;251;1097;336;611;191;551;185;633;60;514;141
70;0;14/04/2020;95;18;104;51;48;10;59;31;47;8;44;20
71;0;14/04/2020;180;34;268;97;95;27;122;52;84;7;145;45
72;0;14/04/2020;142;21;136;33;83;16;68;19;59;5;68;14
73;0;14/04/2020;99;20;215;28;58;17;106;18;41;3;108;10
74;0;14/04/2020;295;70;409;88;166;56;235;53;125;13;167;35
75;0;14/04/2020;3281;790;2336;1003;1890;580;1392;652;1364;208;924;342
76;0;14/04/2020;316;94;312;103;168;65;147;68;146;28;164;34
77;0;14/04/2020;830;209;898;269;487;140;515;165;335;68;373;104
78;0;14/04/2020;1054;183;814;292;585;137;472;178;458;44;338;111
79;0;14/04/2020;37;7;24;10;18;3;10;6;19;4;14;4
80;0;14/04/2020;368;68;301;129;177;49;154;82;188;19;141;47
81;0;14/04/2020;44;19;55;13;23;14;28;6;20;5;27;7
82;0;14/04/2020;18;9;15;3;13;7;9;3;5;2;6;0
83;0;14/04/2020;315;48;377;64;186;40;205;34;127;8;172;30
84;0;14/04/2020;75;17;125;22;46;14;59;13;29;3;66;9
85;0;14/04/2020;79;16;70;24;43;11;39;15;36;5;31;9
86;0;14/04/2020;68;28;59;22;46;19;27;10;21;8;32;11
87;0;14/04/2020;71;14;58;13;32;10;29;7;39;4;28;6
88;0;14/04/2020;269;31;276;173;134;19;144;102;134;12;130;71
89;0;14/04/2020;91;21;90;32;52;19;49;20;38;2;41;12
90;0;14/04/2020;226;36;248;116;131;29;142;67;94;7;106;49
91;0;14/04/2020;1217;231;627;247;633;153;381;148;562;72;243;97
92;0;14/04/2020;2006;423;1646;563;1150;309;950;331;839;110;688;228
93;0;14/04/2020;1613;240;1186;560;880;168;730;353;716;66;449;204
94;0;14/04/2020;2247;343;1185;606;1185;245;663;352;1035;96;505;240
95;0;14/04/2020;961;180;1098;397;578;130;627;261;375;49;467;135
971;0;14/04/2020;41;18;51;10;27;13;24;4;14;5;27;6
972;0;14/04/2020;39;16;52;6;27;13;26;4;12;3;26;2
973;0;14/04/2020;18;1;13;0;9;1;8;0;9;0;5;0
974;0;14/04/2020;28;3;72;0;19;3;32;0;9;0;40;0
976;0;14/04/2020;15;3;35;3;9;3;23;3;6;0;12;0
1;0;15/04/2020;139;23;170;52;69;15;98;32;65;6;67;20
2;0;15/04/2020;280;47;320;155;148;30;141;91;130;17;177;62
3;0;15/04/2020;59;20;85;17;28;14;36;9;30;6;48;8
4;0;15/04/2020;37;4;72;5;14;2;32;4;22;2;40;1
5;0;15/04/2020;44;12;78;4;21;6;46;2;23;6;32;2
6;0;15/04/2020;278;69;284;85;146;50;137;48;120;12;141;35
7;0;15/04/2020;101;24;205;45;63;18;81;29;34;3;101;11
8;0;15/04/2020;70;18;76;25;32;11;43;12;37;6;32;13
9;0;15/04/2020;18;3;15;1;9;2;8;0;7;1;6;1
10;0;15/04/2020;266;26;212;70;144;19;116;46;121;7;95;24
11;0;15/04/2020;77;10;107;41;40;9;59;31;37;1;48;10
12;0;15/04/2020;55;4;65;19;29;3;34;10;26;1;31;9
13;0;15/04/2020;1161;255;1378;209;657;177;692;110;490;76;657;96
14;0;15/04/2020;152;40;105;46;72;28;61;33;79;12;44;13
15;0;15/04/2020;28;8;12;0;17;7;7;0;11;1;5;0
16;0;15/04/2020;13;5;31;9;6;4;18;6;6;0;13;3
17;0;15/04/2020;82;21;64;27;54;19;34;16;28;2;30;11
18;0;15/04/2020;74;13;37;36;38;10;21;20;36;3;16;16
19;0;15/04/2020;54;12;41;17;34;9;20;16;19;2;21;1
21;0;15/04/2020;361;78;437;141;172;48;194;87;187;30;240;54
22;0;15/04/2020;75;8;72;22;38;6;32;13;37;2;40;9
23;0;15/04/2020;30;12;14;4;14;7;9;2;16;5;5;2
24;0;15/04/2020;33;5;35;4;20;3;22;1;13;2;13;3
25;0;15/04/2020;230;70;287;81;125;53;148;49;101;14;137;31
26;0;15/04/2020;207;56;244;89;123;40;132;53;82;14;112;36
27;0;15/04/2020;79;7;55;43;43;6;25;22;36;1;29;21
28;0;15/04/2020;242;22;173;56;108;16;94;30;127;5;68;25
29;0;15/04/2020;115;34;89;20;69;26;50;13;45;8;38;7
2A;0;15/04/2020;69;15;59;36;29;12;26;24;40;3;33;12
2B;0;15/04/2020;14;1;72;5;9;1;36;3;5;0;36;2
30;0;15/04/2020;105;36;110;28;58;26;62;16;47;10;48;12
31;0;15/04/2020;222;97;306;31;146;83;164;21;74;14;142;10
32;0;15/04/2020;31;3;27;10;17;3;17;6;14;0;10;4
33;0;15/04/2020;304;96;427;73;169;72;211;32;135;24;215;41
34;0;15/04/2020;179;55;410;88;99;41;189;51;72;12;218;37
35;0;15/04/2020;196;33;164;48;108;21;98;29;87;12;65;19
36;0;15/04/2020;99;9;27;38;50;4;9;25;47;5;18;13
37;0;15/04/2020;195;49;130;40;100;36;71;29;93;12;59;11
38;0;15/04/2020;255;50;244;59;133;32;117;36;119;18;125;23
39;0;15/04/2020;132;18;74;32;52;11;36;16;79;6;38;16
40;0;15/04/2020;29;10;32;10;17;6;19;6;12;4;13;4
41;0;15/04/2020;99;16;70;27;54;12;40;19;45;4;30;8
42;0;15/04/2020;490;98;380;126;271;79;203;90;218;19;172;36
43;0;15/04/2020;27;3;52;6;9;3;21;4;18;0;31;2
44;0;15/04/2020;292;58;259;83;150;46;141;46;138;12;117;36
45;0;15/04/2020;287;71;250;48;160;55;129;31;126;16;121;17
46;0;15/04/2020;22;8;55;6;13;5;23;2;9;3;32;4
47;0;15/04/2020;29;5;25;4;14;5;14;4;15;0;10;0
48;0;15/04/2020;6;1;11;0;3;1;7;0;3;0;4;0
49;0;15/04/2020;212;44;279;60;126;31;133;35;82;13;146;25
50;0;15/04/2020;76;19;61;29;42;15;31;14;32;3;28;15
51;0;15/04/2020;383;57;485;151;212;44;221;90;165;13;257;59
52;0;15/04/2020;86;19;95;45;38;9;58;19;48;10;37;26
53;0;15/04/2020;78;10;46;21;38;7;22;10;40;3;24;11
54;0;15/04/2020;487;138;490;194;244;98;236;115;229;33;234;77
55;0;15/04/2020;146;19;212;52;77;16;110;31;68;3;102;21
56;0;15/04/2020;118;31;215;69;73;27;117;41;45;4;98;28
57;0;15/04/2020;1071;159;949;531;542;107;490;304;525;52;454;224
58;0;15/04/2020;55;11;21;12;21;8;5;7;34;3;16;5
59;0;15/04/2020;946;251;814;316;490;186;431;165;446;63;380;147
60;0;15/04/2020;481;67;483;243;231;48;266;142;246;18;212;100
